id,date,SP,DATE,HAA,label_fnn
181,2007-11-15T00:00:00-05:00,Nowtrumpcom,2007,Nowtrumpcom,real
13751,2017-02-16T16:42:59-05:00,Bloggers,2017,Bloggers,fake
15398,2018-05-17T10:56:17-04:00,Bloggers,2018,Bloggers,fake
13744,2017-02-14T17:33:49-05:00,Dennis Kucinich,2017,Dennis Kucinich,fake
15037,2018-02-14T12:00:21-05:00,LearnProgressorg,2018,LearnProgressorg,fake
14123,2017-05-17T10:00:00-04:00,Bloggers,2017,Bloggers,fake
1325,2009-11-16T19:02:44-05:00,Bloggers,2009,Bloggers,real
1560,2010-03-08T10:03:42-05:00,PuppetStringNewscom,2010,PuppetStringNewscom,real
14112,2017-05-12T16:46:46-04:00,Bloggers,2017,Bloggers,fake
14859,2017-12-19T11:29:25-05:00,Sarah Palin,2017,Sarah Palin,fake
14305,2017-07-11T11:33:09-04:00,Glenn Beck,2017,Glenn Beck,fake
12748,2016-07-21T22:42:37-04:00,Bloggers,2016,Bloggers,real
14896,2018-01-05T10:28:43-05:00,American Revolution,2018,American Revolution,fake
8838,2014-01-28T22:58:49-05:00,Newslocom,2014,Newslocom,real
13982,2017-04-13T09:30:00-04:00,Donald Trump,2017,Donald Trump,fake
1201,2009-09-20T19:12:55-04:00,Bluedot Daily,2009,Bluedot Daily,real
15367,2018-05-10T10:20:45-04:00,Barack Obama,2018,Barack Obama,fake
14258,2017-06-26T13:52:46-04:00,Bloggers,2017,Bloggers,fake
15210,2018-03-30T12:33:21-04:00,Barack Obama,2018,Barack Obama,fake
7968,2013-07-01T15:51:19-04:00,TheNewYorkEveningcom,2013,TheNewYorkEveningcom,real
13226,2016-10-09T22:32:38-04:00,FreedomCrossroadsus,2016,FreedomCrossroadsus,real
11577,2015-11-15T00:28:42-05:00,Bloggers,2015,Bloggers,real
14621,2017-10-10T17:27:16-04:00,Bill Maher,2017,Bill Maher,fake
15207,2018-03-30T11:09:37-04:00,Hillary Clinton,2018,Hillary Clinton,fake
15189,2018-03-27T11:57:40-04:00,Bernie Sanders,2018,Bernie Sanders,fake
374,2008-02-25T00:00:00-05:00,Bloggers,2008,Bloggers,real
14601,2017-10-03T16:53:08-04:00,Bloggers,2017,Bloggers,fake
14356,2017-07-24T15:17:20-04:00,Bloggers,2017,Bloggers,fake
787,2008-10-09T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
15553,2018-07-02T10:00:00-04:00,HoustonChronicle tvcom,2018,HoustonChronicle tvcom,fake
13593,2017-01-06T14:30:57-05:00,Bloggers,2017,Bloggers,fake
14814,2017-12-14T13:55:11-05:00,Barack Obama,2017,Barack Obama,real
13978,2017-04-11T17:21:21-04:00,Bloggers,2017,Bloggers,fake
15370,2018-05-10T11:22:16-04:00,Bloggers,2018,Bloggers,fake
15584,2018-07-10T15:30:01-04:00,Truth Examiner,2018,Truth Examiner,real
10332,2014-12-21T17:46:49-05:00,Bloggers,2014,Bloggers,real
13663,2017-01-27T11:42:29-05:00,The Liberty Raise,2017,The Liberty Raise,fake
15655,2018-07-25T14:43:47-04:00,Bloggers,2018,Bloggers,fake
12104,2016-03-21T17:33:30-04:00,Barack Obama,2016,Barack Obama,real
15268,2018-04-13T13:29:16-04:00,Bloggers,2018,Bloggers,fake
13720,2017-02-09T10:00:00-05:00,Bloggers,2017,Bloggers,fake
14785,2017-11-27T15:17:26-05:00,Joe Pitts,2017,Joe Pitts,fake
11931,2016-02-18T14:00:01-05:00,Antiwarcom,2016,Antiwarcom,real
14788,2017-11-28T10:56:11-05:00,Bloggers,2017,Bloggers,fake
15331,2018-05-01T10:26:24-04:00,soutwest aircom,2018,soutwest aircom,fake
212,2007-12-05T00:00:00-05:00,Richard Blumenthal,2007,Richard Blumenthal,real
779,2008-10-07T00:00:00-04:00,YourNewsWirecom,2008,YourNewsWirecom,real
4634,2011-10-18T23:31:30-04:00,Daily World  Update,2011,Daily World Update,real
11747,2016-01-12T23:01:01-05:00,Mitt Romney,2016,Mitt Romney,real
1783,2010-05-12T11:00:52-04:00,Barack Obama,2010,Barack Obama,real
98,2007-10-02T00:00:00-04:00,Michele Bachmann,2007,Michele Bachmann,real
756,2008-09-30T00:00:00-04:00,Barack Obama,2008,Barack Obama,real
772,2008-10-02T00:00:00-04:00,George Will,2008,George Will,real
8629,2013-12-05T17:01:59-05:00,Fred Thompson,2013,Fred Thompson,real
14507,2017-09-08T06:00:00-04:00,Barack Obama,2017,Barack Obama,fake
3131,2011-01-27T17:33:30-05:00,Sarah Palin,2011,Sarah Palin,real
156,2007-11-01T00:00:00-04:00,Barack Obama,2007,Barack Obama,real
15108,2018-03-07T12:04:15-05:00,Babylon Bee,2018,Babylon Bee,fake
229,2007-12-13T00:00:00-05:00,Kent Conrad,2007,Kent Conrad,real
14388,2017-08-03T14:49:42-04:00,Rudy Giuliani,2017,Rudy Giuliani,fake
14587,2017-09-29T14:27:31-04:00,Bloggers,2017,Bloggers,fake
93,2007-09-27T00:00:00-04:00,Chris Dodd,2007,Chris Dodd,real
15270,2018-04-13T13:58:42-04:00,Bloggers,2018,Bloggers,fake
315,2008-01-30T00:00:00-05:00,Vets for Trump,2008,Vets for Trump,real
13893,2017-03-23T10:31:25-04:00,Dennis Kucinich,2017,Dennis Kucinich,fake
1519,2010-02-25T12:37:03-05:00,Bloggers,2010,Bloggers,real
14878,2017-12-28T09:40:09-05:00,Mitt Romney,2017,Mitt Romney,fake
13544,2016-12-15T16:20:25-05:00,Bloggers,2016,Bloggers,fake
13193,2016-10-05T01:08:57-04:00,Harry Reid,2016,Harry Reid,real
14238,2017-06-20T14:30:00-04:00,USA Daily Portal,2017,USA Daily Portal,fake
13467,2016-11-15T16:30:03-05:00,Bipartisan Report,2016,Bipartisan Report,fake
14700,2017-11-02T10:11:12-04:00,Tim Kaine,2017,Tim Kaine,fake
13477,2016-11-17T17:07:49-05:00,TheMiamiGazettecom,2016,TheMiamiGazettecom,real
13617,2017-01-13T14:02:04-05:00,Political Insider,2017,Political Insider,fake
15146,2018-03-15T15:57:02-04:00,Bloggers,2018,Bloggers,fake
11294,2015-09-13T17:56:40-04:00,Rand Paul,2015,Rand Paul,real
14811,2017-12-05T11:12:39-05:00,Bloggers,2017,Bloggers,fake
14376,2017-07-28T15:18:22-04:00,Bloggers,2017,Bloggers,fake
14993,2018-02-01T12:21:01-05:00,Scott Walker,2018,Scott Walker,fake
14745,2017-11-14T13:41:24-05:00,PuppetStringNewscom,2017,PuppetStringNewscom,fake
15159,2018-03-20T11:21:05-04:00,Bloggers,2018,Bloggers,fake
14756,2017-11-15T16:04:18-05:00,CSC MediagroupUSA,2017,CSC MediagroupUSA,fake
14556,2017-09-21T14:01:23-04:00,TheLastLineOfDefenseorg,2017,TheLastLineOfDefenseorg,fake
14448,2017-08-21T10:00:00-04:00,Bloggers,2017,Bloggers,fake
15147,2018-03-16T09:42:53-04:00,US Political,2018,US Political,fake
12556,2016-06-22T12:40:16-04:00,BreakingNews247net,2016,BreakingNews247net,real
14278,2017-06-30T11:29:58-04:00,Bloggers,2017,Bloggers,fake
14259,2017-06-26T12:10:17-04:00,Viral Politics US,2017,Viral Politics US,fake
179,2007-11-15T00:00:00-05:00,Donald Trump,2007,Donald Trump,real
15287,2018-04-20T16:24:46-04:00,Bloggers,2018,Bloggers,fake
14620,2017-10-10T15:58:20-04:00,Bloggers,2017,Bloggers,fake
14311,2017-07-13T10:00:00-04:00,Hillary Clinton,2017,Hillary Clinton,fake
15362,2018-05-10T10:05:59-04:00,Bloggers,2018,Bloggers,fake
14119,2017-05-15T16:27:05-04:00,AsAmericanAsApplePieorg,2017,AsAmericanAsApplePieorg,fake
14071,2017-05-02T17:00:36-04:00,Bloggers,2017,Bloggers,fake
12411,2016-05-20T15:50:46-04:00,RevolutionRadioorg,2016,RevolutionRadioorg,real
13677,2017-01-31T11:14:26-05:00,Bloggers,2017,Bloggers,fake
15049,2018-02-19T10:38:12-05:00,Bloggers,2018,Bloggers,fake
15505,2018-06-18T16:22:31-04:00,Hillary Clinton,2018,Hillary Clinton,fake
13747,2017-02-15T14:38:33-05:00,Bloggers,2017,Bloggers,fake
14040,2017-04-25T22:37:54-04:00,YourNewsWirecom,2017,YourNewsWirecom,fake
9196,2014-04-15T12:22:45-04:00,YourNewsWirecom,2014,YourNewsWirecom,real
2131,2010-07-27T17:26:24-04:00,Bloggers,2010,Bloggers,real
14145,2017-05-23T16:42:34-04:00,DemocraticMomscom,2017,DemocraticMomscom,fake
14297,2017-07-10T11:45:00-04:00,Virginia Foxx,2017,Virginia Foxx,fake
13541,2016-12-15T06:25:56-05:00,Marc Morial,2016,Marc Morial,fake
8846,2014-01-29T17:45:09-05:00,TheRedShtickcom,2014,TheRedShtickcom,real
14667,2017-10-23T13:10:35-04:00,FreedomCrossroadsus,2017,FreedomCrossroadsus,fake
8737,2014-01-07T15:25:55-05:00,Freedom Daily,2014,Freedom Daily,real
2128,2010-07-27T12:01:22-04:00,Barack Obama,2010,Barack Obama,real
15539,2018-06-27T15:16:30-04:00,Bloggers,2018,Bloggers,fake
11189,2015-08-11T13:18:59-04:00,Gene Sperling,2015,Gene Sperling,real
14992,2018-02-01T12:19:14-05:00,Timothy Geithner,2018,Timothy Geithner,real
15334,2018-05-01T15:23:00-04:00,Twentyeightmay,2018,Twentyeightmay,fake
15123,2018-03-09T09:38:55-05:00,Hillary Clinton,2018,Hillary Clinton,fake
13711,2017-02-07T16:52:32-05:00,USA Trainnews,2017,USA Trainnews,fake
14998,2018-02-05T14:59:26-05:00,The Newly Press,2018,The Newly Press,fake
14831,2017-12-11T12:01:12-05:00,Meddaily,2017,Meddaily,fake
8470,2013-10-29T15:41:59-04:00,Bloggers,2013,Bloggers,real
15630,2018-07-19T17:11:40-04:00,Americanproudinfo,2018,Americanproudinfo,fake
14839,2017-12-14T10:07:05-05:00,Evening World,2017,Evening World,fake
3584,2011-04-13T16:45:30-04:00,John  Fleming,2011,John Fleming,real
9576,2014-07-10T18:17:00-04:00,Bloggers,2014,Bloggers,real
13475,2016-11-17T13:59:23-05:00,worldnewsdailyreportcom,2016,worldnewsdailyreportcom,fake
10185,2014-11-02T15:37:10-05:00,Barack Obama,2014,Barack Obama,real
14095,2017-05-09T12:36:26-04:00,Henry Cuellar,2017,Henry Cuellar,fake
9438,2014-06-11T14:34:59-04:00,Bloggers,2014,Bloggers,real
15492,2018-06-13T14:24:27-04:00,Sean Spicer,2018,Sean Spicer,fake
4069,2011-07-07T15:52:17-04:00,Bloggers,2011,Bloggers,real
14888,2018-01-03T14:43:35-05:00,Hillary Clinton,2018,Hillary Clinton,fake
10276,2014-12-04T12:00:46-05:00,Newsflash,2014,Newsflash,real
13855,2017-03-13T17:34:09-04:00,Barack Obama,2017,Barack Obama,real
128,2007-10-17T00:00:00-04:00,Democrats Rising,2007,Democrats Rising,real
15161,2018-03-20T17:07:54-04:00,Charles Schumer,2018,Charles Schumer,fake
13395,2016-11-01T16:07:03-04:00,Donald Trump,2016,Donald Trump,real
674,2008-08-29T00:00:00-04:00,John Edwards,2008,John Edwards,real
86,2007-09-10T00:00:00-04:00,Bloggers,2007,Bloggers,real
13013,2016-09-04T17:56:59-04:00,Hillary Clinton,2016,Hillary Clinton,real
15251,2018-04-10T18:29:22-04:00,Sarah Palin,2018,Sarah Palin,fake
351,2008-02-12T00:00:00-05:00,Hillary Clinton,2008,Hillary Clinton,real
14810,2017-12-05T11:23:15-05:00,Mike Pence,2017,Mike Pence,fake
10408,2015-01-21T00:44:19-05:00,Bloggers,2015,Bloggers,real
13305,2016-10-19T22:07:26-04:00,Hillary Clinton,2016,Hillary Clinton,real
15501,2018-06-18T09:00:00-04:00,newsgroopspeakcom,2018,newsgroopspeakcom,real
14051,2017-04-28T11:00:00-04:00,Barack Obama,2017,Barack Obama,fake
2450,2010-09-23T14:29:49-04:00,Donald Trump,2010,Donald Trump,real
13576,2016-12-30T15:35:08-05:00,The Gateway Pundit,2016,The Gateway Pundit,fake
11855,2016-02-04T19:46:07-05:00,Bloggers,2016,Bloggers,real
2724,2010-10-28T17:57:40-04:00,Citizens for the Republic,2010,Citizens for the Republic,real
15052,2018-02-19T14:42:57-05:00,BuzzFeedUSAcom,2018,BuzzFeedUSAcom,fake
13973,2017-04-11T13:55:09-04:00,Marco Rubio,2017,Marco Rubio,fake
13591,2017-01-06T11:54:00-05:00,Barack Obama,2017,Barack Obama,fake
15475,2018-06-07T12:15:55-04:00,Pamela Geller,2018,Pamela Geller,real
14190,2017-06-07T11:35:27-04:00,CountyNewsroominfo,2017,CountyNewsroominfo,fake
15017,2018-02-08T10:31:31-05:00,Bloggers,2018,Bloggers,fake
57,2007-09-06T00:00:00-04:00,Bloggers,2007,Bloggers,real
9512,2014-06-27T11:53:29-04:00,Vet TV,2014,Vet TV,real
14759,2017-11-16T13:31:18-05:00,Bloggers,2017,Bloggers,fake
1612,2010-03-23T18:22:24-04:00,Dennis Kucinich,2010,Dennis Kucinich,real
4588,2011-10-11T23:58:52-04:00,League of Conservation Voters,2011,League of Conservation Voters,real
14164,2017-05-31T09:38:03-04:00,Duffel Blog,2017,Duffel Blog,fake
14862,2017-12-20T06:30:00-05:00,Bart Stupak,2017,Bart Stupak,fake
14777,2017-11-21T15:06:10-05:00,Rick Perry,2017,Rick Perry,fake
8987,2014-02-28T17:03:12-05:00,Bloggers,2014,Bloggers,real
227,2007-12-15T00:00:00-05:00,TheLastLineOfDefenseorg,2007,TheLastLineOfDefenseorg,real
13765,2017-02-21T15:33:59-05:00,Freshmedianewscom,2017,Freshmedianewscom,fake
3228,2011-02-14T15:40:07-05:00,Louise Slaughter,2011,Louise Slaughter,real
13833,2017-03-08T11:41:50-05:00,Hillary Clinton,2017,Hillary Clinton,real
14386,2017-08-02T09:41:52-04:00,Bloggers,2017,Bloggers,fake
13229,2016-10-10T00:13:20-04:00,Cenk Uygur,2016,Cenk Uygur,real
15319,2018-04-27T10:40:19-04:00,Nancy Pelosi,2018,Nancy Pelosi,real
15544,2018-06-28T10:46:37-04:00,US Daily News 24,2018,US Daily News 24,fake
2139,2010-07-29T11:48:49-04:00,Hillary Clinton,2010,Hillary Clinton,real
13900,2017-03-24T11:45:45-04:00,Jenny Wilson,2017,Jenny Wilson,real
288,2008-01-16T00:00:00-05:00,Bloggers,2008,Bloggers,real
13949,2017-04-04T14:00:00-04:00,Donna Brazile,2017,Donna Brazile,fake
442,2008-04-17T00:00:00-04:00,Carolyn Maloney,2008,Carolyn Maloney,real
2815,2010-11-15T15:56:56-05:00,Hillary Clinton,2010,Hillary Clinton,real
2816,2010-11-15T16:00:32-05:00,Bloggers,2010,Bloggers,real
14927,2018-01-16T16:33:02-05:00,Hillary Clinton,2018,Hillary Clinton,fake
1068,2009-06-29T09:32:02-04:00,Rand Paul,2009,Rand Paul,real
11314,2015-09-16T23:52:16-04:00,Kent Conrad,2015,Kent Conrad,real
11208,2015-08-18T13:48:05-04:00,AmericanNewscom,2015,AmericanNewscom,real
8259,2013-09-12T16:09:06-04:00,George Will,2013,George Will,real
15616,2018-07-17T15:22:45-04:00,Carly Fiorina,2018,Carly Fiorina,fake
15014,2018-02-07T08:04:16-05:00,Cory Booker,2018,Cory Booker,fake
15579,2018-07-10T15:52:26-04:00,Joe Lieberman,2018,Joe Lieberman,fake
15190,2018-03-27T12:23:27-04:00,Bloggers,2018,Bloggers,fake
15592,2018-07-12T11:56:13-04:00,Bloggers,2018,Bloggers,real
9442,2014-06-12T13:52:06-04:00,Bloggers,2014,Bloggers,real
1361,2009-12-11T18:51:03-05:00,Bloggers,2009,Bloggers,real
1251,2009-10-07T16:47:53-04:00,Bloggers,2009,Bloggers,real
1315,2009-11-11T14:44:07-05:00,Hillary Clinton,2009,Hillary Clinton,real
14063,2017-05-01T16:54:13-04:00,Sarah Palin,2017,Sarah Palin,fake
14064,2017-05-01T17:19:48-04:00,Jay Rockefeller,2017,Jay Rockefeller,real
12052,2016-03-11T00:35:58-05:00,Sean Hannity,2016,Sean Hannity,real
13905,2017-04-02T08:45:02-04:00,Bloggers,2017,Bloggers,fake
134,2007-10-19T00:00:00-04:00,Rex Tillerson,2007,Rex Tillerson,real
13087,2016-09-19T11:31:28-04:00,Marco Rubio,2016,Marco Rubio,real
12721,2016-07-19T23:42:48-04:00,Bloggers,2016,Bloggers,real
6657,2012-09-06T23:45:01-04:00,John McCain,2012,John McCain,real
10209,2014-11-11T16:56:06-05:00,Hillary Clinton,2014,Hillary Clinton,real
14595,2017-10-03T13:38:31-04:00,Chris Christie,2017,Chris Christie,fake
14384,2017-08-03T10:44:33-04:00,Barack Obama,2017,Barack Obama,fake
11773,2016-01-18T00:00:00-05:00,Facebook posts,2016,Facebook posts,fake
8769,2014-01-15T16:49:30-05:00,Bloggers,2014,Bloggers,real
14421,2017-08-14T06:00:00-04:00,Bloggers,2017,Bloggers,fake
14771,2017-11-21T15:14:31-05:00,Occupy Democrats,2017,Occupy Democrats,fake
7511,2013-03-13T13:49:07-04:00,Chris Murphy,2013,Chris Murphy,real
14754,2017-11-15T15:29:05-05:00,Rearfrontcom,2017,Rearfrontcom,fake
14161,2017-05-30T10:23:48-04:00,Pipo News,2017,Pipo News,fake
4411,2011-09-08T16:30:10-04:00,Nancy Pelosi,2011,Nancy Pelosi,real
14666,2017-10-23T13:03:54-04:00,Anonymous Caller,2017,Anonymous Caller,fake
13052,2016-09-13T10:31:55-04:00,Bloggers,2016,Bloggers,real
14769,2017-11-20T13:22:01-05:00,Michele Bachmann,2017,Michele Bachmann,fake
14731,2017-11-09T15:36:00-05:00,Bloggers,2017,Bloggers,real
14835,2017-12-11T18:39:48-05:00,Donald Trump,2017,Donald Trump,fake
13897,2017-03-23T15:30:27-04:00,AmericanNewscom,2017,AmericanNewscom,fake
13443,2016-11-06T17:16:01-05:00,Jeff Flake,2016,Jeff Flake,real
12627,2016-07-01T11:54:08-04:00,The Gateway Pundit,2016,The Gateway Pundit,real
1040,2009-06-01T17:36:56-04:00,Bloggers,2009,Bloggers,real
3192,2011-02-07T18:36:23-05:00,Hillary Clinton,2011,Hillary Clinton,real
527,2008-06-16T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
673,2008-08-28T00:00:00-04:00,Michael Steele,2008,Michael Steele,real
2298,2010-08-30T11:57:58-04:00,Americans Against Food Taxes,2010,Americans Against Food Taxes,real
10348,2015-01-04T18:37:38-05:00,Barack Obama,2015,Barack Obama,real
1575,2010-03-12T11:49:03-05:00,Barack Obama,2010,Barack Obama,real
4130,2011-07-18T16:08:43-04:00,Glenn Beck,2011,Glenn Beck,real
160,2007-10-30T00:00:00-04:00,Amy Klobuchar,2007,Amy Klobuchar,real
3919,2011-06-10T16:47:47-04:00,Jim DeMint,2011,Jim DeMint,real
370,2008-02-22T00:00:00-05:00,Marc Morial,2008,Marc Morial,real
100,2007-10-03T00:00:00-04:00,Chris Dodd,2007,Chris Dodd,real
215,2007-12-10T00:00:00-05:00,Paul Krugman,2007,Paul Krugman,real
247,2007-12-28T00:00:00-05:00,Barack Obama,2007,Barack Obama,real
303,2008-01-22T00:00:00-05:00,Mike Huckabee,2008,Mike Huckabee,real
15604,2018-07-16T10:35:25-04:00,Rudy Giuliani,2018,Rudy Giuliani,fake
15266,2018-04-13T13:55:33-04:00,Mike Huckabee,2018,Mike Huckabee,fake
66,2007-09-13T00:00:00-04:00,Barack Obama,2007,Barack Obama,real
426,2008-04-08T00:00:00-04:00,Bloggers,2008,Bloggers,real
10903,2015-06-04T16:00:36-04:00,Bloggers,2015,Bloggers,real
15402,2018-05-17T17:30:52-04:00,John Edwards,2018,John Edwards,fake
14036,2017-04-25T17:03:35-04:00,MoveOnorg,2017,MoveOnorg,real
23,2007-09-06T00:00:00-04:00,Jeb Bush,2007,Jeb Bush,real
245,2007-12-28T00:00:00-05:00,Bloggers,2007,Bloggers,real
13619,2017-01-17T11:44:02-05:00,Donald Trump,2017,Donald Trump,real
14534,2017-09-15T22:00:38-04:00,Obama Girl,2017,Obama Girl,fake
3179,2011-02-04T17:05:33-05:00,Mitt Romney,2011,Mitt Romney,real
14469,2017-08-28T11:51:02-04:00,Luke Messer,2017,Luke Messer,fake
13919,2017-04-02T06:00:00-04:00,Dana Rohrabacher,2017,Dana Rohrabacher,fake
13931,2017-04-02T08:00:00-04:00,Ross Douthat,2017,Ross Douthat,fake
15645,2018-07-24T15:26:17-04:00,Bloggers,2018,Bloggers,real
12587,2016-06-27T16:08:27-04:00,Bloggers,2016,Bloggers,real
6645,2012-09-06T17:25:58-04:00,Bloggers,2012,Bloggers,real
15625,2018-07-19T15:36:41-04:00,Tim Kaine,2018,Tim Kaine,fake
14750,2017-11-15T11:43:49-05:00,Hillary Clinton,2017,Hillary Clinton,fake
513,2008-06-04T00:00:00-04:00,Bob King,2008,Bob King,real
3341,2011-03-03T14:25:44-05:00,Bloggers,2011,Bloggers,real
304,2008-01-22T00:00:00-05:00,Activist Mommy,2008,Activist Mommy,real
13501,2016-12-01T13:23:56-05:00,John McCain,2016,John McCain,fake
15532,2018-06-25T17:07:52-04:00,Betty McCollum,2018,Betty McCollum,fake
13929,2017-04-02T06:00:00-04:00,John Edwards,2017,John Edwards,fake
503,2008-05-29T00:00:00-04:00,Bloggers,2008,Bloggers,real
224,2007-12-12T00:00:00-05:00,Bloggers,2007,Bloggers,real
13130,2016-09-27T01:24:32-04:00,Bloggers,2016,Bloggers,real
13138,2016-09-27T01:28:54-04:00,John McCain,2016,John McCain,real
13912,2017-04-02T05:00:00-04:00,Joe Biden,2017,Joe Biden,fake
769,2008-10-02T00:00:00-04:00,Donald Trump,2008,Donald Trump,real
14426,2017-08-14T17:31:07-04:00,Hillary Clinton,2017,Hillary Clinton,fake
3050,2011-01-12T11:52:22-05:00,Bloggers,2011,Bloggers,real
14827,2017-12-08T15:26:56-05:00,Sarah Palin,2017,Sarah Palin,fake
2959,2010-12-14T13:49:04-05:00,PuppetStringNewscom,2010,PuppetStringNewscom,real
11416,2015-10-13T21:26:20-04:00,Sarah Palin,2015,Sarah Palin,real
2943,2010-12-10T14:46:33-05:00,Bloggers,2010,Bloggers,real
3117,2011-01-25T23:59:50-05:00,Bernie Sanders,2011,Bernie Sanders,real
15191,2018-03-28T10:24:51-04:00,Hillary Clinton,2018,Hillary Clinton,real
11066,2015-07-15T10:15:59-04:00,Bernie Sanders,2015,Bernie Sanders,real
3984,2011-06-23T14:00:44-04:00,Paul Ryan,2011,Paul Ryan,real
14225,2017-06-16T14:42:42-04:00,Bloggers,2017,Bloggers,real
7618,2013-04-09T11:16:16-04:00,Hillary Clinton,2013,Hillary Clinton,real
13484,2016-11-22T15:01:18-05:00,Jon Huntsman,2016,Jon Huntsman,fake
10945,2015-06-15T17:22:12-04:00,Ivanka Trump,2015,Ivanka Trump,real
195,2007-11-26T00:00:00-05:00,Rahm Emanuel,2007,Rahm Emanuel,real
15379,2018-05-14T14:46:08-04:00,Bloggers,2018,Bloggers,real
15512,2018-06-20T09:00:00-04:00,Hillary Clinton,2018,Hillary Clinton,fake
104,2007-10-05T00:00:00-04:00,Mitt Romney,2007,Mitt Romney,real
568,2008-07-15T00:00:00-04:00,The Breaking Dawn,2008,The Breaking Dawn,real
691,2008-09-04T00:00:00-04:00,Common Sense News,2008,Common Sense News,real
671,2008-08-28T00:00:00-04:00,Mitt Romney,2008,Mitt Romney,real
14840,2017-12-19T09:51:08-05:00,Barack Obama,2017,Barack Obama,fake
15004,2018-02-02T12:18:09-05:00,Sarah Palin,2018,Sarah Palin,fake
438,2008-04-16T00:00:00-04:00,Joe Biden,2008,Joe Biden,real
1051,2009-06-11T17:22:51-04:00,truthcommandcom,2009,truthcommandcom,real
6931,2012-10-16T22:44:14-04:00,Eco News ,2012,Eco News,real
10533,2015-02-23T10:00:00-05:00,Barack Obama,2015,Barack Obama,real
14114,2017-05-15T11:46:29-04:00,Mike Pence,2017,Mike Pence,real
14116,2017-05-15T16:37:34-04:00,Mitt Romney,2017,Mitt Romney,fake
2166,2010-08-02T16:13:52-04:00,Eric Holder,2010,Eric Holder,real
14188,2017-06-06T14:13:49-04:00,Donald Trump,2017,Donald Trump,fake
7376,2013-02-12T21:43:43-05:00,Bloggers,2013,Bloggers,real
11711,2015-12-20T15:25:23-05:00,George Will,2015,George Will,real
8071,2013-07-25T17:09:52-04:00,Uspoln Website,2013,Uspoln Website,real
12801,2016-07-27T21:41:23-04:00,Barack Obama,2016,Barack Obama,real
13431,2016-11-07T10:25:34-05:00,Donald Trump,2016,Donald Trump,real
3180,2011-02-04T17:12:02-05:00,Barack Obama,2011,Barack Obama,real
3539,2011-04-06T17:26:56-04:00,Chris Murphy,2011,Chris Murphy,real
3734,2011-05-11T12:07:43-04:00,Tim Kaine,2011,Tim Kaine,real
13561,2016-12-21T13:09:00-05:00,Rand Paul,2016,Rand Paul,fake
14749,2017-11-14T17:50:14-05:00,Debbie Stabenow,2017,Debbie Stabenow,fake
14837,2017-12-12T11:22:12-05:00,Barack Obama,2017,Barack Obama,fake
4586,2011-10-11T23:02:24-04:00,USA Snich,2011,USA Snich,real
14506,2017-09-08T06:00:00-04:00,Bloggers,2017,Bloggers,fake
15477,2018-06-07T15:12:49-04:00,Shared This,2018,Shared This,fake
4088,2011-07-11T14:40:33-04:00,Michele Bachmann,2011,Michele Bachmann,real
13745,2017-02-15T11:49:34-05:00,Bloggers,2017,Bloggers,fake
4358,2011-08-30T11:38:21-04:00,Bloggers,2011,Bloggers,real
15262,2018-04-13T13:44:27-04:00,Paul Krugman,2018,Paul Krugman,real
207,2007-11-29T00:00:00-05:00,Liberal Blogger,2007,Liberal Blogger,real
13136,2016-09-27T01:26:46-04:00,Xavier Becerra,2016,Xavier Becerra,real
667,2008-08-28T00:00:00-04:00,The Sentinel,2008,The Sentinel,real
2208,2010-08-12T16:29:40-04:00,John McCain,2010,John McCain,real
649,2008-08-25T00:00:00-04:00,Hillary Clinton,2008,Hillary Clinton,real
463,2008-05-01T00:00:00-04:00,Joe Biden,2008,Joe Biden,real
7923,2013-06-20T14:54:09-04:00,Rachel Maddow,2013,Rachel Maddow,real
5237,2012-01-24T23:46:57-05:00,Democratic National Committee,2012,Democratic National Committee,real
5410,2012-02-24T12:43:38-05:00,David Brooks,2012,David Brooks,real
14174,2017-06-01T14:23:08-04:00,Hillary Clinton,2017,Hillary Clinton,real
4720,2011-11-02T15:18:09-04:00,Joe Biden,2011,Joe Biden,real
14722,2017-11-06T17:17:12-05:00,Barack Obama,2017,Barack Obama,fake
11399,2015-10-07T17:40:15-04:00,Rick Santorum,2015,Rick Santorum,real
14427,2017-08-14T17:40:25-04:00,Debbie Wasserman Schultz,2017,Debbie Wasserman Schultz,fake
14447,2017-08-18T13:50:50-04:00,Jon Huntsman,2017,Jon Huntsman,fake
14511,2017-09-11T10:59:45-04:00,YourNewsWirecom,2017,YourNewsWirecom,real
11627,2015-11-24T17:51:18-05:00,Club for Growth,2015,Club for Growth,real
2048,2010-07-15T12:16:12-04:00,PuppetStringNewscom,2010,PuppetStringNewscom,real
1755,2010-05-03T18:46:32-04:00,Bloggers,2010,Bloggers,real
2318,2010-09-01T17:52:48-04:00,Eric Schneiderman,2010,Eric Schneiderman,real
2258,2010-08-19T14:56:25-04:00,Bernie Sanders,2010,Bernie Sanders,real
2241,2010-08-17T14:43:22-04:00,Ron Paul,2010,Ron Paul,real
9151,2014-04-06T18:05:20-04:00,Katrina vanden Heuvel,2014,Katrina vanden Heuvel,real
3113,2011-01-25T21:06:04-05:00,Harry Reid,2011,Harry Reid,real
13038,2016-09-09T10:06:32-04:00,Ileana Ros Lehtinen,2016,Ileana Ros Lehtinen,fake
13068,2016-09-14T16:29:40-04:00,Eddie Bernice  Johnson,2016,Eddie Bernice Johnson,real
